Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Air transport, passengers carried",IS.AIR.PSGR,Pakistan,PAK,5364134,5714831,5439144,5605758,5303268,6588114,7940545.07551206,7973906.36067277,7833901.08773203,7670348.18543139,8467827,9628354,7260769,6880637,7420378.249,..
"Air transport, passengers carried",IS.AIR.PSGR,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Panama,PAN,1795958,2028711,2473261,2762458,6348000,5524157.42969209,6380080.18386967,7517581.27701275,11656416,11812712.8383915,12193261,13285098,11975372,12631703,12497758,..
"Air transport, passengers carried",IS.AIR.PSGR,Papua New Guinea,PNG,818773,918640,918665,904885,847353,1405169,1563593.85321111,1630308.43210537,1870968,2074020,1679156,1711274,1864653,1831903,2029701,..
"Air transport, passengers carried",IS.AIR.PSGR,Paraguay,PRY,445854,432760,458688,465911,428493,715072,845395.688848872,794176,711548.47,608844,452004,467713,454276,710407,632389,..
"Air transport, passengers carried",IS.AIR.PSGR,Peru,PER,4332223,4217880,5273188,6184410,5843195,7106025.29251721,8609620.35441221,10074855.6119232,12255937.7629497,12284677,13877662,15081755,16094150,17758527.272,18820572,..
"Air transport, passengers carried",IS.AIR.PSGR,Philippines,PHL,8056829,8304634,8818150,9508389,10480898,22575356,26326620.7628322,28540727.3608103,25540880,34897404,37023422,40206684,39341995,43080118,47776892,..
"Air transport, passengers carried",IS.AIR.PSGR,Poland,POL,3553680,3625982,4269655,4634676,4279072,4099082,4448727.0598285,4909100.39206908,5002975.74866764,5038745.42598332,4448883,5497163,7376512,9277538,10225516,..
"Air transport, passengers carried",IS.AIR.PSGR,Portugal,PRT,10139655,9440930,10320040,11171020,9903771,10428173.5126738,11014639,11338080,11860998,12635439,12706909,13105120,15937325,17367956,18673912.2,..
"Air transport, passengers carried",IS.AIR.PSGR,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Qatar,QAT,6041040,7070851,8879109,9702479,10211229,12391268,14568106,17187171,18737348,21425066,25263224,31209097,29949181,29178923,32953297,..
"Air transport, passengers carried",IS.AIR.PSGR,Romania,ROU,1707714,2047466,3003872,3253417,3268022,3733253,3659209,3593312,3087143,3067724.4,3634598,3686938,4423249,4908235,5630289,..
"Air transport, passengers carried",IS.AIR.PSGR,Russian Federation,RUS,26522315,28836949,33187839,37940321,34402844,43855539,50555805,58727125,64072322,72189961,76846126,77458318,89373638,99327311,115482744,..
"Air transport, passengers carried",IS.AIR.PSGR,Rwanda,RWA,..,..,..,..,..,188221,268376.55,593198.45,610992,626928,544541,644559,1031957.04,1502478,1561562.21422701,..
"Air transport, passengers carried",IS.AIR.PSGR,Samoa,WSM,266625,287596,294927,290503,270908,..,..,..,..,76944,98950,116167,81921,77811,74867,..
"Air transport, passengers carried",IS.AIR.PSGR,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Sao Tome and Principe,STP,43282,47585,50440,51921,50716,..,..,..,..,..,..,..,..,36660,41933,..
"Air transport, passengers carried",IS.AIR.PSGR,Saudi Arabia,SAU,15933045,16830838,17141188,16708204,17508200,20323592,23135735,26537661,28252104,32269452,33431736,35092840,37503000,39767648,39350310,..
"Air transport, passengers carried",IS.AIR.PSGR,Senegal,SEN,449682,500677,538845,567101,572609,0,391401.4,543987.6,219996,131964,115355,9874,21038,278438.288559913,284534.117434767,..
"Air transport, passengers carried",IS.AIR.PSGR,Serbia,SRB,918540,1041747,1118404,1135322,926618,985072,1149102,1240709,1241352,2187144,2427047,2486009,2442731,2262703,2469081,..
"Air transport, passengers carried",IS.AIR.PSGR,Seychelles,SYC,498836,545265,574515,586106,564580,412714,393834,235994,344436,407280,497496,567914,633518,455201,414088,..
"Air transport, passengers carried",IS.AIR.PSGR,Sierra Leone,SLE,16743,18752,20252,21420,21784,0,48789,50193,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Singapore,SGP,17744017,19565884,20671341,21050204,18427473,24859825.1577843,26509929.1424906,29138458.2737476,31729241,33643518.416782,33585397,35370328,38094990,40401515,43050722,..
"Air transport, passengers carried",IS.AIR.PSGR,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Slovak Republic,SVK,711939,779759,2679227,2690428,3440816,74856,34859,45111,64008,29031.5983,11098,12928,7925,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Slovenia,SVN,757651,860735,945420,1103685,953378,979803,972711,816630,857000,916981,1045409,1009559,1087075,1094762,869640.1,..
"Air transport, passengers carried",IS.AIR.PSGR,Solomon Islands,SLB,91450,101190,102090,100558,94027,142660,140183.263883557,138160.1153057,302412,330456,373739,373467,427806,427806,229670.648,..
"Air transport, passengers carried",IS.AIR.PSGR,Somalia,SOM,..,..,..,..,..,163812.745808619,177005.4,178709.7,258336,251652,..,4486,4486,33728.9686579889,34065.5568461863,..
"Air transport, passengers carried",IS.AIR.PSGR,South Africa,ZAF,11844657,12932671,12870324,13135437,12503629,15781210,16407784.9571682,17571565.2032155,16311250,17026643.2191223,18882898,19744932,20821044,24660386,25650178,..
"Air transport, passengers carried",IS.AIR.PSGR,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Spain,ESP,49855007,53122464,60664991,55213716,49289158,52847712.6083233,52736140.9250126,48089178.327112,48056735.818,53069339,60564041,66674868,71598374,80706703,88237165.272,..
"Air transport, passengers carried",IS.AIR.PSGR,Sri Lanka,LKA,2817778,3100832,3206766,2951506,2417713,3008322.69188759,3665394,4616417,4793393.4,4756131,4911730,5284585,5403577,5882376,5582446,..
"Air transport, passengers carried",IS.AIR.PSGR,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Sudan,SDN,510977,563026,598151,617785,606558,580325,947031.456113152,777346.331924026,541644,501864,496177,292843,557792.04,561520,530001,..
"Air transport, passengers carried",IS.AIR.PSGR,Suriname,SUR,315410,306504,324821,329788,303117,214667,204096.675971812,240525.441452855,255204,269148,259682,280090,284935,272347,236601,..
"Air transport, passengers carried",IS.AIR.PSGR,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Switzerland,CHE,9662619,10647142,12298456,14352757,14701206,22146864,24866065,26386306.6034666,27503416,27923164,27011762,25859918,26732570,28857994,30339654,..
"Air transport, passengers carried",IS.AIR.PSGR,Syrian Arab Republic,SYR,1239825,1252102,1371450,1358473,1342518,1158366,1433766.69473226,907927.74176397,475932,475932,17902,18117,17564,17896.9211653632,18456.6450466215,..
"Air transport, passengers carried",IS.AIR.PSGR,Tajikistan,TJK,479172,394440,501178,683248,764505,616999.412307647,846967.380250537,650130.547389031,683060.157492914,1064176.32798727,1034477,1037897,580374,492320,539094.616,..
"Air transport, passengers carried",IS.AIR.PSGR,Tanzania,TZA,257223,189844,250849,202704,683541,750421,914932.03761187,1030203.57520377,1173942.818,1124913.454,1312807,1179664,1221678,1698386,1498093,..
"Air transport, passengers carried",IS.AIR.PSGR,Thailand,THA,18902629,20102408,21191723,19993134,19618735,28780723,31940491.9838508,36392469.3545263,43029150.6,46546612.484507,56447637,62341676,70704889,76053042.754,78227313,..
"Air transport, passengers carried",IS.AIR.PSGR,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Togo,TGO,..,..,..,..,..,663013,832351.156397303,745781.748091383,840948,426344.039920436,420875,475185,500686,566295,640683.272,..
"Air transport, passengers carried",IS.AIR.PSGR,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Trinidad and Tobago,TTO,1055106,1024304,1085650,1102669,1014016,1842253,2625055.71304041,2625055.71304041,2865852,2732100,2617843,2598521,2582961,2458183,2583595,..
"Air transport, passengers carried",IS.AIR.PSGR,Tunisia,TUN,1996699,2054641,2054679,2274580,2278964,2739634,3153388.97660989,3580910.21873467,4648608,4628511,3496190,3606247,3963968,4274199,4335325,..
"Air transport, passengers carried",IS.AIR.PSGR,Turkey,TUR,16943828,19361415,22895275,25505092,31339441,45665249,53500303,63350312,74413804.6198675,84574844,96604665,100366461,107917326,115595495.817,111028629,..
"Air transport, passengers carried",IS.AIR.PSGR,Turkmenistan,TKM,1653638,1843140,1850921,1823157,1706055,300970,160243.765375931,147500,1800847.45762712,579715.68,897079,1318350,2136219,2457474,2081424.32,..
"Air transport, passengers carried",IS.AIR.PSGR,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Uganda,UGA,49368,55292,59715,63160,64234,154909,141603,182144.4,198804,163824,41812,52187,14958,21212,19822.5,..
"Air transport, passengers carried",IS.AIR.PSGR,Ukraine,UKR,2512910,2801992,1736018,3456288,3427818,3956053,5477654.91818182,5828107.61211785,5218814.574,4503610,4620530,5756509,6794396,7854842,7604522.332,..
"Air transport, passengers carried",IS.AIR.PSGR,United Arab Emirates,ARE,..,..,..,..,31761631,44948143.8494121,50342891.8028694,59948766.6976478,68151865,75608196,84343562,91763598,95306195,95758342,92798725.09,..
"Air transport, passengers carried",IS.AIR.PSGR,United Kingdom,GBR,93602879,97544631,101622807,104713553,102464509,101515720.193399,111598546.141229,115419920.565667,118605866,124901676.052681,131512994,143781714,151159067,165388610,142392528,..
"Air transport, passengers carried",IS.AIR.PSGR,United States,USA,720547738,725530965,744302310,701779551,679423408,720497000,730796000,736699000,743171000,762710000,798222000,824039000,849403000,889024000,926737000,..
"Air transport, passengers carried",IS.AIR.PSGR,Uruguay,URY,586458,568864,602996,612644,563632,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Uzbekistan,UZB,1639276,1665190,1940378,2033933,1850056,2114050,2275947,2593509,2614085,2545935,2486673,2383631,2581865,3056558,3685192,..
"Air transport, passengers carried",IS.AIR.PSGR,Vanuatu,VUT,112254,116744,122581,120742,112169,247944,240396.437704341,318747,327060,320232,272332,299315,341110,374603,466865.053133403,..
"Air transport, passengers carried",IS.AIR.PSGR,"Venezuela, RB",VEN,5043028,5225573,5495292,5766973,5121009,6428163,7728281.25393288,7738509.64544939,6866780.59935996,7888722.39935996,7086072,6025475,4209158,2217407,1516839,..
"Air transport, passengers carried",IS.AIR.PSGR,Vietnam,VNM,5453683,5283831,7194443,9991145,11073604,14377619,16544477.8301699,16976051.3812163,20429309.908,23826013.272,29944771,37349272,42592762,47049671,53227026,..
"Air transport, passengers carried",IS.AIR.PSGR,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,"Yemen, Rep.",YEM,1083404,1162316,1073493,1064878,1050486,1536556,1492073.32859812,1299707.2391082,1664220,1665552,443685,242723,132571,336310,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Zambia,ZMB,53880,58679,61589,62467,..,260502,306034.3,127296.65,10032,8592,203617,144060,154573,16633.1389415488,17505.6896363636,..
"Air transport, passengers carried",IS.AIR.PSGR,Zimbabwe,ZWE,243022,239045,254783,264404,261480,258828,279347.618391502,320945.999810999,351564,301260,370165,378803,282539,282539,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Arab World,ARB,43608649,47875367,51722644,53542019,95372047,126796491.879128,135837641.389789,152014159.66127,166209279.140784,181627311.076906,195957046,214318723,223496214.05,232670166.889823,235289347.945893,..
"Air transport, passengers carried",IS.AIR.PSGR,Caribbean small states,CSS,4742561,4645698,4918479,4978399,4424144,4996231,5829441.17601145,5920044.89645018,5475499.6,6162872.32887981,5845803,5986259,5816851,6645652.5139884,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Central Europe and the Baltics,CEB,19040472,20221059,23721701,25261998,24733789,32710131.3790042,34477031.5945141,32490649.4684975,35246300.7486676,37875158.1831821,39811670,42884394,52125994,62622491,69934277.3,..
"Air transport, passengers carried",IS.AIR.PSGR,Early-demographic dividend,EAR,202084384,224730790,245988633,244712190,259076645,370779756.654016,411779408.113943,443984379.688308,473370786.86842,518240248.925875,566264222,621441555,679891167.720311,741133708.202807,726259634.889995,..
"Air transport, passengers carried",IS.AIR.PSGR,East Asia & Pacific,EAS,454655578,486160240,523755806,535907588,555699740,726070353.122889,769209920.740995,809282604.511398,893899315.839378,965572758.226383,1052102292,1155866926,1266613885,1363722227.08479,1417293420.3106,..
"Air transport, passengers carried",IS.AIR.PSGR,East Asia & Pacific (excluding high income),EAP,220887277,244449016,277768225,287719256,326293542,430864598.621311,482521208.783072,526101395.353227,579867089.840183,640242859.141246,708798867,790494215,881698293,964324620.095903,1005359310.1326,..
"Air transport, passengers carried",IS.AIR.PSGR,East Asia & Pacific (IDA & IBRD countries),TEA,220785964,244343650,277657591,287610282,326402729,430771969.353661,482426892.525636,525964519.872814,579440333.840183,640110151.266246,708750644,790446548,881640190,964270665.095903,1005300883.1326,..
"Air transport, passengers carried",IS.AIR.PSGR,Euro area,EMU,344015957,374599784,407969143,408980682,401882488,414887775.051461,439335562.659968,437876149.516337,441085469.33378,458429865.950749,495116034,527688666,558725887,582704366.268714,634255101.415,..
"Air transport, passengers carried",IS.AIR.PSGR,Europe & Central Asia,ECS,518261374,559653407,607952555,623643998,615350087,671844987.251797,728739259.899544,749916268.946567,778805759.891435,823125948.616507,886634821,941730493,1015616107,1085617534.3497,1132924747.85331,..
"Air transport, passengers carried",IS.AIR.PSGR,Europe & Central Asia (excluding high income),ECA,55933498,61390591,69092668,78070042,79638721,106051570.988931,123846313.503833,143043780.428963,161627137.808988,179004742.007987,197093753,203669893,227956251,247065916.521,260319144.07331,..
"Air transport, passengers carried",IS.AIR.PSGR,Europe & Central Asia (IDA & IBRD countries),TEC,63293892,69212039,77911513,87710738,88865012,115461131.988931,133766768.563661,153418991.821032,171433958.557655,188867281.833971,206959900,214729427,241813816,263345266.521,278283540.07331,..
"Air transport, passengers carried",IS.AIR.PSGR,European Union,EUU,359471494,390742949,425646377,427781328,419908189,442721426.227712,468821255.254482,465108859.984834,471018726.082448,490844607.776732,529467494,565289154,605233486,640084500.268714,698301861.615,..
"Air transport, passengers carried",IS.AIR.PSGR,Fragile and conflict affected situations,FCS,..,..,..,..,..,26324517.0544826,29993209.6175864,28792391.6478928,29629496.59936,31022121.2732372,28722433,27228652,26440468.05,30651292.8351175,26274495.2657056,..
"Air transport, passengers carried",IS.AIR.PSGR,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,14165092.2265473,17296028.4634335,18073364.0300627,18079383.818,19361000.3208803,20661772,20915140,23844385.43,26411525.9143882,27243663.842867,..
"Air transport, passengers carried",IS.AIR.PSGR,High income,HIC,1504864761,1557642634,1631365964,1600711002,1592784303,1763911953.41889,1820587993.30165,1848528117.63559,1912871376.00007,1991083459.86093,2111401823,2232699612,2340934009,2455435911.83649,2544511634.18808,..
"Air transport, passengers carried",IS.AIR.PSGR,IBRD only,IBD,457746406,506432777,571342851,602329034,654666498,850497494.080731,948977935.322719,1030743895.82271,1123867190.53004,1223688739.41695,1342229140,1461070125,1619971597.14,1769305160.27693,1839386710.3057,..
"Air transport, passengers carried",IS.AIR.PSGR,IDA & IBRD total,IBT,482971713,533670988,599627079,631333677,683927328,891956142.164426,997808123.775953,1080347426.56044,1174597728.92127,1276673084.40434,1396421827,1517531639,1680834867.77031,1840061201.44965,1908548820.87542,..
"Air transport, passengers carried",IS.AIR.PSGR,IDA blend,IDB,13181865,14641094,14980619,15375119,14965530,20774321.4291658,23867830.7344219,24663522.391796,24098238.087732,24165927.3433395,24997482,25950100,24353773,28749421.0575388,29208297.0079508,..
"Air transport, passengers carried",IS.AIR.PSGR,IDA only,IDX,12043442,12597117,13303609,13629524,..,20684326.65453,24962357.7188113,24940008.3459324,26632300.3034966,28818417.6440473,29195205,30511414,36509497.6303111,42006620.1151822,39953813.5617743,..
"Air transport, passengers carried",IS.AIR.PSGR,IDA total,IDA,25225307,27238211,28284228,29004643,29260830,41458648.0836958,48830188.4532332,49603530.7377284,50730538.3912287,52984344.9873868,54192687,56461514,60863270.6303111,70756041.172721,69162110.5697251,..
"Air transport, passengers carried",IS.AIR.PSGR,Late-demographic dividend,LTE,347642313,384756400,444476143,485748645,572829124,685670532.062163,761255355.361109,830069110.535279,907272787.660847,985686600.922676,1088963002,1190947049,1323673354,1434010524.15206,1522692335.89531,..
"Air transport, passengers carried",IS.AIR.PSGR,Latin America & Caribbean,LCN,107537262,110439889,120106257,133677728,140453020,178418790.815615,198178802.341581,217297987.707647,234290843.071702,248819232.967444,264217989,266690030,275641368.35,293327220.785988,305099527.681081,..
